name,clinical trial,accession number,smiles,categories,unii,cas number,kegg drug,pubchem compound,chemspider,bindingdb,rxnav,chebi,chembl,therapeutic targets database,pharmgkb,zinc
Clofenotane,Not Available,DB13424,ClC1=CC=C(C=C1)C(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl,"Antiparasitic Products, Insecticides and Repellents / Chlorine Containing Products / Ectoparasiticides, Incl. Scabicides / Ectoparasiticides, Incl. Scabicides, Insecticides and Repellents / Hydrocarbons, Chlorinated / Hydrocarbons, Halogenated",CIW5S16655,50-29-3,,,2928.0,50410508.0,,16130.0,CHEMBL416898,,,ZINC000001530011
Flutrimazole,Not Available,DB13425,FC1=CC=C(C=C1)C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1F,Anti-Infective Agents / Antifungal Agents / Antifungals for Dermatological Use / Antifungals for Topical Use / Azole Antifungals / Dermatologicals / Genito Urinary System and Sex Hormones / Gynecological Antiinfectives and Antiseptics / Imidazole and Triazole Derivatives / Imidazole Derivatives / Imidazoles,776S0UP252,119006-77-8,,,3284.0,50436201.0,61773.0,82864.0,CHEMBL2107430,,,
Gold Au-198,Not Available,DB13427,[198Au],"Anti-Inflammatory Agents / Elements / Gold / Gold Isotopes / Isotopes / Metals / Metals, Heavy / Radioisotopes / Therapeutic Radiopharmaceuticals / Transition Elements",027828ZV5Q,10043-49-9,,,59653.0,,,,CHEMBL3833324,,,
Iobenzamic acid,Not Available,DB13428,NC1=C(I)C=C(I)C(C(=O)N(CCC(O)=O)C2=CC=CC=C2)=C1I,"Acids, Carbocyclic / Amides / Benzene Derivatives / Benzoates / Compounds used in a research, industrial, or household setting / Contrast Media / Diagnostic Uses of Chemicals / Iodobenzoates / Watersoluble, Hepatotropic X-Ray Contrast Media / X-Ray Contrast Media, Iodinated",F72UWG2SWK,3115-05-7,,,17355.0,,,31700.0,CHEMBL2106317,,,ZINC000004216580
Tolonidine,Not Available,DB13429,CC1=CC=C(NC2=NCCN2)C(Cl)=C1,"Antiadrenergic Agents, Centrally Acting / Antihypertensive Agents / Imidazoles / Imidazoline Receptor Agonists / Imidazolines",I4O795Q03O,4201-22-3,,,65112.0,,,134879.0,CHEMBL304253,,,ZINC000000002193
Mebutizide,Not Available,DB13430,CCC(C)C(C)C1NC2=CC(Cl)=C(C=C2S(=O)(=O)N1)S(N)(=O)=O,"Amides / Diuretics / Heterocyclic Compounds, Fused-Ring / Hyperglycemia-Associated Agents / Low-Ceiling Diuretics and Potassium-Sparing Agents / Sulfonamides / Sulfones / Sulfur Compounds / Thiazides",7738AS8324,3568-00-1,,,64712.0,,,135597.0,CHEMBL2105212,,,
Proglumide,phase 1 complete,DB13431,CCCN(CCC)C(=O)C(CCC(O)=O)NC(=O)C1=CC=CC=C1,"Alimentary Tract and Metabolism / Amino Acids / Amino Acids, Basic / Amino Acids, Diamino / Amino Acids, Neutral / Amino Acids, Peptides, and Proteins / Anti-Ulcer Agents / Drugs for Acid Related Disorders / Drugs for Peptic Ulcer and Gastro-Oesophageal Reflux Disease (Gord) / Gastrointestinal Agents / Glutamine",EPL8W5565D,6620-60-6,,,4753.0,50014888.0,8730.0,32058.0,CHEMBL316561,,,
Lonazolac,Not Available,DB13432,OC(=O)CC1=CN(N=C1C1=CC=C(Cl)C=C1)C1=CC=CC=C1,"Acetic Acid Derivatives and Related Substances / Agents causing hyperkalemia / Agents that produce hypertension / Analgesics / Analgesics, Non-Narcotic / Anti-Inflammatory Agents / Anti-Inflammatory Agents, Non-Steroidal / Antiinflammatory and Antirheumatic Products / Antiinflammatory and Antirheumatic Products, Non-Steroids / Antirheumatic Agents / Central Nervous System Agents / Musculo-Skeletal System / Nephrotoxic agents / Non COX-2 selective NSAIDS / Peripheral Nervous System Agents / Prostaglandin Antagonists / Sensory System Agents",13097143QI,53808-88-1,,,61957.0,,28876.0,76164.0,CHEMBL1334692,,,ZINC000000001631
Simfibrate,Not Available,DB13433,CC(C)(OC1=CC=C(Cl)C=C1)C(=O)OCCCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1,"Acids, Acyclic / Agents Causing Muscle Toxicity / Benzene Derivatives / Butyrates / Clofibric Acid / Ethers / Fatty Acids / Fatty Acids, Volatile / Fibric Acids / Isobutyrates / Lipid Modifying Agents / Lipid Modifying Agents, Plain / Lipid Regulating Agents / Lipids / Phenols / Phenyl Ethers",L2R75RQX26,14929-11-4,,,5028.0,,,32131.0,CHEMBL2105435,,,ZINC000003874963
Fenticonazole,Not Available,DB13434,ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=CC=C(SC2=CC=CC=C2)C=C1,Anti-Infective Agents / Antifungal Agents / Antifungals for Dermatological Use / Antifungals for Topical Use / Azole Antifungals / Dermatologicals / Genito Urinary System and Sex Hormones / Gynecological Antiinfectives and Antiseptics / Imidazole and Triazole Derivatives / Imidazole Derivatives,QG05NRB077,72479-26-6,,,46840.0,,24876.0,83602.0,CHEMBL1651990,,,
Endralazine,Not Available,DB13435,N\N=C1/NN=C2CCN(CC2=C1)C(=O)C1=CC=CC=C1,"Antihypertensive Agents / Arteriolar Smooth Muscle, Agents Acting On / Cardiovascular Agents / Hydrazinophthalazine Derivatives / Vasodilating Agents",L44741F05P,39715-02-1,,,43316.0,,,135105.0,CHEMBL254193,,,ZINC000011679779
Droxypropine,Not Available,DB13436,CCC(=O)C1(CCN(CCOCCO)CC1)C1=CC=CC=C1,Cough and Cold Preparations,94J1SMK20X,15599-26-5,,,181001.0,,,135979.0,CHEMBL2105053,,,
Medazepam,Not Available,DB13437,CN1CCN=C(C2=CC=CC=C2)C2=C1C=CC(Cl)=C2,"Anti-Anxiety Agents / Anticonvulsants / Benzazepines / Benzodiazepine hypnotics and sedatives / Benzodiazepines and benzodiazepine derivatives / Central Nervous System Agents / Central Nervous System Depressants / GABA Agents / GABA Modulators / Heterocyclic Compounds, Fused-Ring / Hypnotics and Sedatives / Muscle Relaxants / Muscle Relaxants, Centrally Acting Agents / Nervous System / Neuromuscular Agents / Neurotransmitter Agents / Peripheral Nervous System Agents / Psycholeptics / Psychotropic Drugs / Tranquilizing Agents",P0J3387W3S,2898-12-6,,,3901.0,50021058.0,6680.0,31807.0,CHEMBL28333,,,ZINC000000001659
Prolintane,Not Available,DB13438,CCCC(CC1=CC=CC=C1)N1CCCC1,"Central Nervous System Agents / Central Nervous System Stimulants / Nervous System / Psychoanaleptics / Psychostimulants, Agents Used for Adhd and Nootropics",EM4YZW677H,493-92-5,,,13930.0,,34604.0,134898.0,CHEMBL2111047,,,
Fenpiprane,Not Available,DB13439,C(CN1CCCCC1)C(C1=CC=CC=C1)C1=CC=CC=C1,Alimentary Tract and Metabolism / Benzene Derivatives / Drugs for Functional Gastrointestinal Disorders,S2FVB1RL5X,3540-95-2,,,171191.0,,,135159.0,CHEMBL49943,,,ZINC000001482064
Niceritrol,Not Available,DB13441,O=C(OCC(COC(=O)C1=CN=CC=C1)(COC(=O)C1=CN=CC=C1)COC(=O)C1=CN=CC=C1)C1=CN=CC=C1,"Hypolipidemic Agents / Lipid Modifying Agents / Lipid Modifying Agents, Plain / Lipid Regulating Agents / Nicotinic Acid and Derivatives / Nicotinic Acids / Noxae / Pyridines / Toxic Actions",F54EHJ34MV,5868-05-3,,,4321.0,,,31903.0,CHEMBL1697762,,,ZINC000003831199
Citiolone,Not Available,DB13442,CC(=O)NC1CCSC1=O,"Alimentary Tract and Metabolism / Bile and Liver Therapy / Expectorants / Liver Therapy / Liver Therapy, Lipotropics / Sulfur Compounds",70JKL15MUH,1195-16-0,,,13864.0,,21171.0,94403.0,CHEMBL2104457,,,
Esatenolol,Not Available,DB13443,CC(C)NC[C@H](O)COC1=CC=C(CC(N)=O)C=C1,"Adrenergic Antagonists / Adrenergic beta-Antagonists / Agents causing hyperkalemia / Antihypertensive Agents / Beta Blocking Agents, Selective / Bradycardia-Causing Agents / Cytochrome P-450 CYP2D6 Substrates / Cytochrome P-450 Substrates",DPF757BOSR,93379-54-5,D01471,,152937.0,,,31556.0,CHEMBL343633,,,ZINC000000113415
Nepinalone,Not Available,DB13445,CC1(CCN2CCCCC2)C(=O)CCC2=CC=CC=C12,Cough and Cold Preparations,L9806LPR7G,22443-11-4,,,2310106.0,,,135121.0,CHEMBL2105148,,,
Guar gum,Not Available,DB13446,,"Alimentary Tract and Metabolism / Biological Products / Biopolymers / Blood Glucose Lowering Agents / Carbohydrates / Complex Mixtures / Compounds used in a research, industrial, or household setting / Dietary Fiber / Drugs Used in Diabetes / Macromolecular Substances / Plant Exudates / Polymers / Polysaccharides",E89I1637KE,9000-30-0,,,,,26344.0,,,,,
Prethcamide,Not Available,DB13447,,"Acids, Acyclic / Amino Acids / Amino Acids, Peptides, and Proteins / Butyrates / Fatty Acids / Fatty Acids, Volatile / Lipids / Respiratory System Agents",41A1FCW148,8015-51-8,,,,,,,,,,
Mazaticol,Not Available,DB13448,CN1[C@@H]2CCC(C)(C)[C@@H]1C[C@@H](C2)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1,"Acetates / Acids, Acyclic / Agents producing tachycardia / Anti-Parkinson Drugs / Anticholinergic Agents / Fatty Acids / Fatty Acids, Volatile / Hydroxy Acids / Lipids / Muscarinic Antagonists / Nervous System / Sulfur Compounds / Synthetic Anticholinergics, Esters With Tertiary Amino Group / Tertiary Amines",I6X824OGWZ,42024-98-6,,,52083134.0,,,,,,,ZINC000100521081
Proxyphylline,Not Available,DB13449,CC(O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C,"Alkaloids / Anti-Asthmatic Agents / Autonomic Agents / Bronchodilator Agents / Cytochrome P-450 CYP1A2 Substrates / Cytochrome P-450 Substrates / Drugs for Obstructive Airway Diseases / Heterocyclic Compounds, Fused-Ring / Peripheral Nervous System Agents / Purines / Purinones / Respiratory System Agents / Xanthine derivatives / Xanthines and Adrenergics",13G1DMN4P0,603-00-9,,,4806.0,50028190.0,34906.0,32070.0,CHEMBL37390,,,
Tioclomarol,Not Available,DB13451,OC(CC(C1=CC=C(Cl)S1)C1=C(O)C2=CC=CC=C2OC1=O)C1=CC=C(Cl)C=C1,"Anticoagulants / Benzopyrans / Blood and Blood Forming Organs / Heterocyclic Compounds, Fused-Ring / Pyrans / Vitamin K Antagonists",E5B7C16LFK,22619-35-8,,,11236578.0,,163426.0,135730.0,CHEMBL2105401,,,
Cadralazine,Not Available,DB13452,CCOC(=O)NNC1=NN=C(C=C1)N(CC)CC(C)O,"Antihypertensive Agents / Arteriolar Smooth Muscle, Agents Acting On / Cardiovascular Agents / Hydrazinophthalazine Derivatives / Vasodilating Agents",8T96I3U713,64241-34-5,D01804,,2420.0,,,31331.0,CHEMBL2106561,,,
Xenon,Not Available,DB13453,[Xe],"Agents that produce hypertension / Anesthetics / Anesthetics, General / Anesthetics, Inhalation / Central Nervous System Agents / Central Nervous System Depressants / Elements / Gases / Nervous System / Noble Gases / Xenon",3H3U766W84,7440-63-3,,,22427.0,,11363.0,49957.0,CHEMBL1236802,,,
Nicomorphine,Not Available,DB13454,[H][C@@]12OC3=C(OC(=O)C4=CN=CC=C4)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@]2([H])OC(=O)C1=CN=CC=C1,"Alkaloids / Analgesics / Central Nervous System Agents / Central Nervous System Depressants / Heterocyclic Compounds, Fused-Ring / Morphinans / Narcotics / Natural Opium Alkaloids / Nervous System / Opiate Alkaloids / Opioids / Peripheral Nervous System Agents / Phenanthrenes / Pyridines / Sensory System Agents / Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome",Y95FRL95FW,639-48-5,,,4515048.0,,,135797.0,CHEMBL2106851,,,ZINC000004217095
Phenibut,Not Available,DB13455,NCC(CC(O)=O)C1=CC=CC=C1,"Acids, Acyclic / Amino Acids / Amino Acids, Peptides, and Proteins / Aminobutyrates / Anticonvulsants / Butyrates / Central Nervous System Agents / Central Nervous System Depressants / Central Nervous System Stimulants / Convulsants / Fatty Acids / Fatty Acids, Volatile / GABA Agents / GABA Agonists / Hypnotics and Sedatives / Lipids / Nervous System / Neurotransmitter Agents / Psychoanaleptics / Psychostimulants, Agents Used for Adhd and Nootropics / Psychotropic Drugs / Tranquilizing Agents",T2M58D6LA8,1078-21-3,,,13491.0,,,136039.0,CHEMBL315818,,,
Midecamycin,Not Available,DB13456,[H][C@@]1(C[C@@](C)(O)[C@@H](OC(=O)CC)[C@H](C)O1)O[C@@H]1[C@@H](C)O[C@@]([H])(O[C@H]2[C@@H](CC=O)C[C@@H](C)[C@@H](O)\C=C\C=C\C[C@@H](C)OC(=O)C[C@@]([H])(OC(=O)CC)[C@@H]2OC)[C@H](O)[C@H]1N(C)C,"Anti-Bacterial Agents / Anti-Infective Agents / Antibacterials for Systemic Use / Antiinfectives for Systemic Use / Cytochrome P-450 CYP3A Inhibitors / Cytochrome P-450 CYP3A Substrates / Cytochrome P-450 CYP3A4 Inhibitors / Cytochrome P-450 CYP3A4 Inhibitors (strength unknown) / Cytochrome P-450 CYP3A4 Substrates / Cytochrome P-450 Enzyme Inhibitors / Cytochrome P-450 Substrates / Lactones / Macrolides / Macrolides, Lincosamides and Streptogramins / Polyketides",N34Z0Y5UH7,35457-80-8,D01339,,4445365.0,,30005.0,31845.0,CHEMBL444963,,,ZINC000169368401
Oxaflozane,Not Available,DB13457,CC(C)N1CCOC(C1)C1=CC=CC(=C1)C(F)(F)F,Antidepressive Agents / Central Nervous System Depressants / Nervous System / Oxazines / Psychoanaleptics,V4WLW77V5Q,26629-87-8,,,382782.0,,,135128.0,CHEMBL2106996,,,
Thebacon,Not Available,DB13458,COC1=CC=C2C[C@@H]3[C@@H]4CC=C(OC(C)=O)[C@@H]5OC1=C2[C@]45CCN3C,Cough and Cold Preparations / Opium Alkaloids and Derivatives,520D430GDK,466-90-0,,,9683173.0,,,135449.0,CHEMBL2104751,,,
Pecilocin,Not Available,DB13459,CCCC[C@@H](O)\C=C(/C)\C=C\C=C\C(=O)N1CCCC1=O,Antifungal Agents / Antifungals for Dermatological Use / Antifungals for Topical Use / Dermatologicals / Pyrrolidines,TSA7W27MF8,19504-77-9,,,4445371.0,50448688.0,,32289.0,CHEMBL486174,,,ZINC000004214101
Ronifibrate,Not Available,DB13460,CC(C)(OC1=CC=C(Cl)C=C1)C(=O)OCCCOC(=O)C1=CN=CC=C1,"Agents Causing Muscle Toxicity / Fibric Acids / Lipid Modifying Agents / Lipid Modifying Agents, Plain / Lipid Regulating Agents",W86I18X716,42597-57-9,,,61925.0,,,135588.0,CHEMBL153983,,,ZINC000001846400
Cefcapene,Not Available,DB13461,CC\C=C(/C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1,Anti-Bacterial Agents / Antibacterials for Systemic Use / Antiinfectives for Systemic Use / Cephalosporins / Nephrotoxic agents / Third-Generation Cephalosporins,4D5D3422MW,135889-00-8,,,4940731.0,,,131729.0,CHEMBL582912,,,ZINC000004215231
Bephenium,Not Available,DB13462,C[N+](C)(CCOC1=CC=CC=C1)CC1=CC=CC=C1,"Anthelmintics / Antinematodal Agents / Antiparasitic Agents / Antiparasitic Products, Insecticides and Repellents",PXO9B4983I,7181-73-9,,,18525.0,,,135055.0,CHEMBL1788404,,,ZINC000000001023
Oxetorone,Not Available,DB13463,CN(C)CCC=C1C2=C(COC3=CC=CC=C13)C1=CC=CC=C1O2,"Analgesics / Antimigraine Preparations / Heterocyclic Compounds, Fused-Ring / Nervous System",T3XOS33TIQ,26020-55-3,,,21173074.0,,32633.0,135364.0,CHEMBL3989752,,,
Ornipressin,Not Available,DB13464,NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,"Amino Acids, Peptides, and Proteins / Cardiovascular Agents / Coagulants / Hematologic Agents / Hemostatics / Hormones / Hormones, Hormone Substitutes, and Hormone Antagonists / Nerve Tissue Proteins / Neuropeptides / Oligopeptides / Peptide Hormones / Peptides / Pituitary and Hypothalamic Hormones and Analogues / Pituitary Hormones / Pituitary Hormones, Posterior / Posterior Pituitary Lobe Hormones / Proteins / Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins / Vasoconstrictor Agents / Vasopressin and Analogues / Vasopressins",1KTH6N080W,3397-23-7,,,16736525.0,50350865.0,7703.0,136020.0,CHEMBL1819440,,,
Ciclobendazole,Not Available,DB13465,COC(=O)NC1=NC2=C(N1)C=CC(=C2)C(=O)C1CC1,"Anthelmintics / Antinematodal Agents / Antiparasitic Agents / Antiparasitic Products, Insecticides and Repellents / Benzimidazole Derivatives / Heterocyclic Compounds, Fused-Ring",JF3KQ40J31,31431-43-3,,,32933.0,97356.0,,135067.0,CHEMBL1788401,,,ZINC000005387001
Deptropine,Not Available,DB13466,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC1C2=CC=CC=C2CCC2=C1C=CC=C2,Alkaloids / Antihistamines for Systemic Use / Aza Compounds / Azabicyclo Compounds / Histamine Agents / Histamine Antagonists / Histamine H1 Antagonists / Neurotransmitter Agents,AY31301GKG,604-51-3,,,16735768.0,50419751.0,,50189.0,CHEMBL1946186,,,ZINC000100079325
Lanatoside C,Not Available,DB13467,[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@]([H])(CC[C@]4(C)[C@@]3([H])C[C@@]([H])(O)[C@]12C)O[C@@]1([H])C[C@]([H])(O)[C@]([H])(O[C@@]2([H])C[C@]([H])(O)[C@]([H])(O[C@@]3([H])C[C@]([H])(OC(C)=O)[C@]([H])(O[C@]4([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]4([H])O)[C@@]([H])(C)O3)[C@@]([H])(C)O2)[C@@]([H])(C)O1)C1=CC(=O)OC1,Carbohydrates / Cardanolides / Cardenolides / Cardiac Glycosides / Cardiac Therapy / Digitalis Glycosides / Fused-Ring Compounds / Glycosides / Steroids,5RR3JFZ771,17575-22-3,,,570984.0,,27929.0,,CHEMBL506569,,,ZINC000253387889
Etybenzatropine,Not Available,DB13468,CCN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(C1=CC=CC=C1)C1=CC=CC=C1,Agents producing tachycardia / Alkaloids / Anti-Parkinson Drugs / Anticholinergic Agents / Aza Compounds / Azabicyclo Compounds / Ethers of Tropine or Tropine Derivatives / Muscarinic Antagonists / Nervous System,G1X2X9N95N,524-83-4,,,16736129.0,,1358000.0,135972.0,CHEMBL2104273,,,ZINC000100203405
Phanquinone,Not Available,DB13469,O=C1C(=O)C2=C(C=CC=N2)C2=C1N=CC=C2,"Antiparasitic Products, Insecticides and Repellents / Antiprotozoals / Heterocyclic Compounds, Fused-Ring",ID94IS6N8J,84-12-8,,,6506.0,,,59141.0,CHEMBL531048,,,ZINC000002041224
Cefodizime,Not Available,DB13470,[H][C@]12SCC(CSC3=NC(C)=C(CC(O)=O)S3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,"Amides / Anti-Bacterial Agents / Anti-Infective Agents / Antibacterials for Systemic Use / Antiinfectives for Systemic Use / beta-Lactams / Cephacetrile / Cephalosporins / Heterocyclic Compounds, Fused-Ring / Lactams / Nephrotoxic agents / Sulfur Compounds / Thiazines / Third-Generation Cephalosporins",Z31298J4HQ,69739-16-8,D07643,,4514859.0,50422690.0,20485.0,63214.0,CHEMBL2303613,,,ZINC000003830421
Nalfurafine,phase 1 complete,DB13471,CN([C@@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CC2)[C@H]1O5)C(=O)\C=C\C1=COC=C1,"Alkaloids / Heterocyclic Compounds, Fused-Ring / Opiate Alkaloids / Phenanthrenes / Receptors, Opioid, kappa, agonists",XC41AVD567,152657-84-6,,,4949003.0,50325534.0,,136019.0,CHEMBL267495,,,ZINC000004393014
Cyclofenil,Not Available,DB13472,CC(=O)OC1=CC=C(C=C1)C(=C1CCCCC1)C1=CC=C(OC(C)=O)C=C1,"Benzene Derivatives / Cresols / Fertility Agents / Fertility Agents, Female / Genito Urinary System and Sex Hormones / Ovulation Stimulants, Synthetic / Phenols / Reproductive Control Agents / Selective Estrogen Receptor Modulators / Sex Hormones and Modulators of the Genital System",J468V64WZ1,2624-43-3,,,2795.0,,2983.0,31446.0,CHEMBL141305,,,ZINC000000608288
Antimony pentasulfide,Not Available,DB13473,[S--].[S--].[S--].[S--].[S--].[Sb+5].[Sb+5],"Acids / Acids, Noncarboxylic / Air Pollutants / Anions / Cough and Cold Preparations / Electrolytes / Elements / Expectorants / Gases / Hydrogen Sulfide / Ions / Metalloids / Metals / Metals, Heavy / Sulfur Compounds",1433F1I86N,1315-04-4,,,13785923.0,,1337969.0,,,,,
Tipepidine,Not Available,DB13474,CN1CCCC(C1)=C(C1=CC=CS1)C1=CC=CS1,Cough and Cold Preparations,2260ZP67IT,5169-78-8,,,5284.0,,,135141.0,CHEMBL1899506,,,ZINC000055161150
Furazidin,Not Available,DB13475,[O-][N+](=O)C1=CC=C(O1)\C=C\C=N\N1CC(=O)NC1=O,"Anti-Infective Agents / Anti-Infective Agents, Urinary / Antibacterials for Systemic Use / Antiinfectives for Systemic Use / Furans / Nitro Compounds / Nitrofuran Derivatives / Nitrofurans / Renal Agents",K2R4N34Y9I,1672-88-4,,,5264730.0,,,,CHEMBL3707254,,,ZINC000006093527
Diisopromine,Not Available,DB13476,CC(C)N(CCC(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C,Alimentary Tract and Metabolism / Drugs for Functional Gastrointestinal Disorders,2825S6AW9U,5966-41-6,,,20899.0,,236206.0,135245.0,CHEMBL2110849,,,ZINC000001481784
Sodium apolate,Not Available,DB13477,,"Acids / Acids, Noncarboxylic / Alkenes / Antivaricose Therapy / Compounds used in a research, industrial, or household setting / Hydrocarbons, Acyclic / Macromolecular Substances / Phosphogluconate Dehydrogenase, antagonists & inhibitors / Plastics / Polyenes / Polymers / Sulfur Acids / Sulfur Compounds / Vasoprotectives / Vinyl Compounds",9461405D9F,25053-27-4,,,,,52259.0,,,,,
Meptazinol,Not Available,DB13478,CCC1(CCCCN(C)C1)C1=CC(O)=CC=C1,Analgesics / Azepines / Central Nervous System Agents / Central Nervous System Depressants / Narcotics / Nervous System / Opioid Antagonists / Opioids / Peripheral Nervous System Agents / Sensory System Agents / Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome,18Y7S5JKZD,54340-58-8,,,37469.0,50373116.0,6761.0,91484.0,CHEMBL314437,,,
Histapyrrodine,Not Available,DB13479,C(CN1CCCC1)N(CC1=CC=CC=C1)C1=CC=CC=C1,Antihistamines for Systemic Use / Substituted Ethylene Diamines,0FYM61NG4D,493-80-1,,,61430.0,,,135164.0,CHEMBL2105039,,,ZINC000000001534
Lentinan,Not Available,DB13480,,"Adjuvants, Immunologic / Antineoplastic Agents / Antineoplastic and Immunomodulating Agents / beta-Glucans / Biopolymers / Carbohydrates / Compounds used in a research, industrial, or household setting / Glucans / Immunologic Factors / Macromolecular Substances / Polymers / Polysaccharides",6751655D1D,37339-90-5,,,,,,,,,,
Tenidap,Not Available,DB13481,NC(=O)N1C(=O)\C(=C(/O)C2=CC=CS2)C2=C1C=CC(Cl)=C2,"Agents causing hyperkalemia / Agents that produce hypertension / Alkaloids / Analgesics / Analgesics, Non-Narcotic / Anti-Inflammatory Agents / Anti-Inflammatory Agents, Non-Steroidal / Antiinflammatory and Antirheumatic Products / Antiinflammatory and Antirheumatic Products, Non-Steroids / Antirheumatic Agents / Central Nervous System Agents / Cyclooxygenase Inhibitors / Enzyme Inhibitors / Heterocyclic Compounds, Fused-Ring / Indole Alkaloids / Indoles / Musculo-Skeletal System / Nephrotoxic agents / Non COX-2 selective NSAIDS / Peripheral Nervous System Agents / Sensory System Agents",9K7CJ74ONH,120210-48-2,,,12284644.0,,,35847.0,CHEMBL1908355,,,ZINC000100001953
Dimefline,Not Available,DB13482,COC1=CC=C2C(=O)C(C)=C(OC2=C1CN(C)C)C1=CC=CC=C1,"Benzopyrans / Chromones / Heterocyclic Compounds, Fused-Ring / Pyrans / Respiratory System Agents",9WII5M0DU3,1165-48-6,,,2969.0,,,135374.0,CHEMBL519364,,,ZINC000000000223
